64 periods
0.03 rate
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100
-150 -120 200 -210 50 -100

END
